time,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50
2024-01-28T09:12:44.531252-08:00,0.22632408240649787,0.08059907392645424,0.3583413686283572,0.22306445363939875,0.7222480647174658,0.2126460950838278,0.5975153251633254,0.4884472252796839,0.7368734511204721,0.5344517153299012,0.17986754164541177,0.2999123263252315,0.6252634418788039,0.5477492203432507,0.5538921509988658,0.5610363186342564,0.08230754282372481,0.490585139053706,0.6693733319884768,0.8828995184074403,0.2684951455938192,0.3079285410867547,0.35876182456673367,0.13767211045952726,0.3784401680350591,0.3076161652163851,0.4936865522577992,0.9646683726705586,0.7372025190520775,0.3987212460453254,0.6563037091390009,0.2001986671381802,0.4497439949259616,0.23814195740960262,0.7908339132069385,0.9969552652411918,0.6609503231337027,0.23724135257446408,0.21895194154794384,0.12743128425652647,0.04217783766665467,0.5705699747016775,0.24152265617232674,0.4907282041274428,0.8110507925759134,0.3932589484793987,0.8068477566991488,0.12440447523921008,0.8844930452504983,0.78511019353078
2024-01-28T09:12:45.531252-08:00,0.2507473982956536,0.89109795898564,0.3836948472275413,0.8086348288602835,0.2737434127012115,0.9776418097041645,0.9671953274397488,0.26818381719557605,0.30805400041069125,0.8290824341097394,0.3645764121717779,0.39101513190932435,0.9043230800667724,0.7298067569371315,0.8039916418554385,0.17826499980082755,0.3900909922240712,0.5871352153453667,0.3025886875734602,0.22248528820468588,0.44538296336914185,0.7758606579039967,0.8977704069965938,0.9272903252734825,0.425081173415621,0.432423954843488,0.12264067468127743,0.26772363765201296,0.5903204071224574,0.0217580277107057,0.26905946519028123,0.5409963849967769,0.8072677043734996,0.28030705523178007,0.044617632054817585,0.11192117254393448,0.9839594008885382,0.4197929605428397,0.7018609675402593,0.6643120408507787,0.5033725924186566,0.1569827415333123,0.23015727723075222,0.8971325543633856,0.8287969281082724,0.2653075632992012,0.8577499312103687,0.6042733511693856,0.20604914546710118,0.5549349698556225
2024-01-28T09:12:46.531252-08:00,0.569768335603046,0.9309029570727708,0.9963335515068289,0.6078220513949086,0.21685581943531052,0.98388444226323,0.0020046158481754166,0.5802190345648511,0.4448649966520201,0.34034850717623394,0.3067879977533299,0.8824599755025869,0.8289779079863688,0.6750277082887627,0.08288851063076,0.909813465318236,0.8057430169489286,0.8953997941313665,0.5341955139512308,0.6252069651880826,0.07997558579142933,0.17205112692554672,0.46075375454549417,0.613435570836879,0.36363668006124916,0.8085645156007059,0.8143970105275469,0.11983965675857393,0.8721851935414244,0.22790690474692804,0.5199958723392657,0.5945713819003118,0.8946183418916365,0.28758065953637174,0.16671066990851055,0.4351781935500966,0.8280139848933354,0.6574749255576373,0.47317514473304134,0.7770638535987408,0.618154225174035,0.15414945309497563,0.6431075458418298,0.004268963534424426,0.9948651377096329,0.14093509394197745,0.045382198640893,0.577350387594278,0.8870338693773359,0.4096019067777407
2024-01-28T09:12:47.531252-08:00,0.11603978260515428,0.41736205389867254,0.7539072495801836,0.5914703664911874,0.7969042929493886,0.7957226110238246,0.7953748009114999,0.022070165178066047,0.8788426796329154,0.09668130320028968,0.15816581267285182,0.6616666399723763,0.584119319019464,0.07807175742051799,0.3702049547468425,0.8938258939233444,0.9185138714728294,0.35239763584558936,0.368802929567182,0.29418619500859655,0.21328746562363526,0.12783480036475517,0.6897022452626634,0.4336237593116855,0.37468849115299724,0.938397213166683,0.6573568682744582,0.625671652345094,0.8288982571582294,0.3263612257979847,0.15893981501108545,0.8501633988974162,0.3233963515576026,0.6812365589241564,0.3847094973609694,0.05399758172266681,0.6296830579699949,0.11551080150784451,0.760537818575187,0.16647376042944062,0.031056914685041126,0.18588961747736588,0.7681563402886956,0.6930403646074659,0.008796703310487238,0.1577585090399207,0.9565789489274884,0.9472593078054049,0.10315429082166797,0.3591513497885354
2024-01-28T09:12:48.531252-08:00,0.7769021894063354,0.7757735001457383,0.7023922590155645,0.4701076454686397,0.2847508392272586,0.7209337217230045,0.12048203525483304,0.9027083049550566,0.19231843630497947,0.35467408281840784,0.22633163700822848,0.1689735983940496,0.6489759449656696,0.22255306033576164,0.0743667051451641,0.8162818926606369,0.8281152605616947,0.7072950518251399,0.7935253292689147,0.6942697150823014,0.11293484136490303,0.0554794163631659,0.6730122337758726,0.11744164771597657,0.07534003888842296,0.19847993001027323,0.7135007069963336,0.3300792956339361,0.7206132216766984,0.39543344298594807,0.7433156845178471,0.5587799226745149,0.7291431504856958,0.704260945937797,0.543039369923495,0.6150218245612303,0.35354541551816,0.47939993114011753,0.7833239309901758,0.6498709969675217,0.7557587619618152,0.9874084527614401,0.3446540123014643,0.9662205274072804,0.9636810025215654,0.31803013621873866,0.5677208297396031,0.2830452343689272,0.7077564617934289,0.03098441724505209
2024-01-28T09:12:49.531252-08:00,0.925130023325051,0.42276349070729996,0.25561715849715744,0.0782278417626762,0.08679736704560478,0.17617146986635962,0.8954819636473069,0.838465690015535,0.7168190627710762,0.3499314803397197,0.5960231860020093,0.31494190604147715,0.36531779665920494,0.05863396705035254,0.2618277668340696,0.02085717713630566,0.6376551790782238,0.47878146684284417,0.4679540773392208,0.9910010239352296,0.7732234318614587,0.8330531806363665,0.7529188201959629,0.10500135831185235,0.7694732268901774,0.6824250598321399,0.21072020446722028,0.5720428277864609,0.5146424601013934,0.5405185080896928,0.7364170304121329,0.4152873303536686,0.34491754190109175,0.0017047896679233164,0.5428068859076699,0.040005583251471466,0.5108650410632221,0.9961503701259571,0.06020973685942585,0.19707170424205675,0.15041676008880006,0.1757470667454938,0.797702039122908,0.930366131649422,0.9662950762379233,0.764873222066445,0.14381109466449474,0.42546394371231017,0.01781693837998742,0.22336047904220593
2024-01-28T09:12:50.531252-08:00,0.5742981300587023,0.9705230086382642,0.5694787962865526,0.8646422796844814,0.8214023829761572,0.16671139667078183,0.42885379592831785,0.8809466990953052,0.8505531694870859,0.9983295857071093,0.5961032548818507,0.6931916926724938,0.18403996773588654,0.6549742793154486,0.41754802556786846,0.45701586702853286,0.6093461161026315,0.7046770755049456,0.17856139993029618,0.2530878103635096,0.05503440128687135,0.7072961903902577,0.8506800249749195,0.15440691189477954,0.9746495160842077,0.2578255394115379,0.2921225083434239,0.585378526796223,0.8614676131818744,0.8401052391356225,0.8459009534382711,0.5515940989898073,0.8381983846179301,0.6435776876375187,0.07784422898162781,0.5526872422546844,0.13260435528594766,0.20476556422331213,0.3922588239746105,0.8589724976554007,0.7864547560001244,0.6283649585884669,0.8803381599209511,0.5052483076521891,0.7588970823284447,0.09778340755502687,0.6302120423118087,0.44548799156832786,0.9019189271254163,0.938136798349972
2024-01-28T09:12:51.531252-08:00,0.5838714673841429,0.734441844952279,0.36117843674071615,0.316493802367803,0.8966627405512174,0.3711911036771049,0.7249989417696249,0.5243929590256539,0.9235766962490691,0.06956239329641375,0.9372884457694834,0.3980473695444224,0.22535840756019745,0.2493927182886121,0.13107122247881983,0.8180525797243303,0.2930675494099048,0.6861161323438758,0.2391822207434842,0.2894559451982872,0.6239000294209913,0.6816888354957681,0.46925846623324363,0.010545908409353976,0.6915517644783131,0.8775342874963423,0.09081169031593782,0.12367671509158641,0.5941657632645249,0.5636286148666455,0.7336182263306256,0.04491950987802425,0.8799017194605684,0.7534536548224843,0.9598140049763491,0.19444399653835043,0.6392647606294343,0.5030691670287217,0.546671867514126,0.17999892024068326,0.029435553972055085,0.8253002161567785,0.42227665536131426,0.4662039136432543,0.35367439112285654,0.9344762963832961,0.36251043167495367,0.6367123633773772,0.002747255395516628,0.36577513385868926
2024-01-28T09:12:52.531252-08:00,0.6445476967910116,0.1391787659779769,0.9598539271439543,0.5707871887653222,0.0030765586772602818,0.20067450496836584,0.16100131217934757,0.8083549414138701,0.10409724647407025,0.011231537434261982,0.675423692793349,0.38826289110682266,0.7000611384246833,0.9196734267284213,0.6975114517351916,0.22997511794058917,0.6223011847154244,0.8880575833461702,0.08463782843155016,0.3837349215663472,0.9909450550946706,0.31538756680303437,0.6370925492932813,0.7269984149971053,0.0593171876556314,0.04708237006710127,0.8082800581734672,0.1901703405752345,0.9657790834025735,0.43792552017357483,0.9710392590885142,0.5464486338196293,0.4918250022468458,0.08255109160546763,0.617693519059678,0.8929836032493779,0.845087699011072,0.3664699726794001,0.6731477403769658,0.5290495002531219,0.21520927893008363,0.5644117138453945,0.1034379214637102,0.9992984356138094,0.06927753979304671,0.486620693296893,0.8122362593270129,0.5750945030909931,0.21780107667849757,0.2634199941525012
2024-01-28T09:12:53.531252-08:00,0.6168050494395134,0.8297404689121078,0.8251028382570161,0.6969423880231188,0.36602581664112305,0.4407462817188973,0.07175482510782236,0.10405716126635807,0.45711842275151704,0.8558558120973764,0.16105238912391542,0.4468278597654847,0.35075965802207093,0.9727634848785776,0.652632761095003,0.49164987356027356,0.8321705949062395,0.43227558733129656,0.02266551126791766,0.4560088451560744,0.2361018357845351,0.9935899386778971,0.18080285982855523,0.5413983921085057,0.5248786367357622,0.5801153009388849,0.04545229937813906,0.2996795583001475,0.20838347481291203,0.5912916997593404,0.5657199849463129,0.41807328690057444,0.055258939985882445,0.8860732431150229,0.08525217893464802,0.693624202628138,0.8284981862229023,0.06848193882210166,0.9584415007045445,0.7674708343919491,0.01687399924736143,0.6486609287649364,0.7059009602710465,0.5875796108140887,0.9526914612079737,0.6260932584284072,0.06896883452775367,0.18539489747166904,0.476219329996795,0.3365667129702494
